"price" "yrbuilt" "stories" "tla" "wall" "beds" "baths" "frontage" "garage" "rooms" "lotsize" "longitude" "latitude"
135000 1937 "two" 145 "half or less brick exterior" 4 1 15 "attached" 7 697 -83.621363 41.666373
145000 1979 "two" 204 "Horizontal or vertical wood siding or shakes" 4 2 21 "attached" 8 1598 -83.705106 41.666376
115000 1926 "two" 164 "Horizontal or vertical wood siding or shakes" 3 1 15 "detached" 7 697 -83.62005 41.666392
97000 1965 "bilevel" 152 "half or less brick exterior" 3 2 19 "attached" 7 753 -83.690988 41.666398
61900 1964 "bilevel" 146 "half or less brick exterior" 3 1 18 "attached" 7 660 -83.691457 41.666399
60000 1930 "two" 171 "Aluminum, vinyl, or steel siding" 4 1 25 "detached" 10 827 -83.482088 41.666401
26000 1927 "two" 104 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 334 -83.583092 41.666415
155000 1979 "two" 194 "half or less brick exterior" 3 2 21 "attached" 7 1468 -83.705595 41.666417
175000 1930 "two" 188 "Full brick exterior" 4 2 15 "detached" 9 697 -83.617969 41.666421
167000 1926 "two" 167 "Full brick exterior" 4 1 15 "detached" 7 697 -83.617417 41.66643
28500 1897 "two" 128 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 7 390 -83.558409 41.666431
36900 1887 "two" 171 "Horizontal or vertical wood siding or shakes" 5 1 12 "no garage" 9 390 -83.558117 41.666437
63195 1887 "two" 212 "half or less brick exterior" 3 1 12 "no garage" 7 390 -83.55797 41.66644
132000 1963 "two" 175 "Full brick exterior" 4 1 15 "detached" 8 697 -83.616654 41.666446
115000 1986 "one" 114 "Horizontal or vertical wood siding or shakes" 2 2 101 "detached" 4 19315 -83.313711 41.66645
13000 1897 "one" 67 "Aluminum, vinyl, or steel siding" 2 1 9 "no garage" 5 334 -83.486549 41.666454
23000 1902 "two" 198 "Aluminum, vinyl, or steel siding" 4 1 9 "no garage" 6 465 -83.517933 41.666456
87000 1965 "bilevel" 143 "half or less brick exterior" 3 1 18 "attached" 7 790 -83.690259 41.666458
112750 1927 "two" 145 "Full brick exterior" 3 1 15 "detached" 6 678 -83.615346 41.666464
89000 1979 "one" 123 "half or less brick exterior" 3 1 21 "attached" 5 836 -83.681722 41.666465
123000 1978 "two" 196 "half or less brick exterior" 4 2 21 "attached" 8 836 -83.681214 41.666471
16200 1907 "two" 143 "Horizontal or vertical wood siding or shakes" 3 1 14 "no garage" 6 223 -83.578857 41.666477
93000 1981 "one" 135 "Aluminum, vinyl, or steel siding" 3 2 24 "attached" 7 966 -83.680949 41.666479
225000 1983 "two" 256 "half or less brick exterior" 4 2 21 "attached" 8 910 -83.711889 41.666482
87000 1957 "one" 85 "Horizontal or vertical wood siding or shakes" 3 1 30 "attached" 5 2146 -83.698103 41.666483
32500 1923 "one" 71 "Horizontal or vertical wood siding or shakes" 2 1 14 "no garage" 6 539 -83.668308 41.666484
120000 1957 "one" 181 "half or less brick exterior" 3 2 31 "attached" 6 1347 -83.663052 41.66649
169000 1984 "two" 227 "half or less brick exterior" 4 2 22 "attached" 8 948 -83.713427 41.666504
89500 1948 "two" 146 "half or less brick exterior" 3 1 15 "detached" 6 622 -83.611713 41.666524
253000 1991 "two" 298 "half or less brick exterior" 4 2 21 "attached" 9 811 -83.719694 41.666528
125350 1928 "two" 172 "Full brick exterior" 3 1 15 "attached" 6 697 -83.620054 41.666529
165000 1982 "multilvl" 205 "Horizontal or vertical wood siding or shakes" 4 2 21 "attached" 8 883 -83.708186 41.66653
17000 1892 "two" 200 "Horizontal or vertical wood siding or shakes" 4 2 9 "detached" 8 455 -83.513214 41.666544
105000 1980 "two" 187 "Aluminum, vinyl, or steel siding" 4 2 27 "attached" 8 1301 -83.66664 41.666552
102000 1964 "two" 169 "Aluminum, vinyl, or steel siding" 4 1 17 "attached" 7 650 -83.691443 41.666553
145000 1927 "one+half" 190 "Full brick exterior" 3 1 15 "detached" 6 697 -83.617973 41.666559
58000 1903 "two" 143 "Horizontal or vertical wood siding or shakes" 4 1 15 "detached" 7 687 -83.670177 41.666561
185000 1928 "two" 193 "Stucco or Dryvit plaster" 4 2 15 "detached" 8 697 -83.617421 41.666569
130000 1971 "one+half" 222 "half or less brick exterior" 3 2 24 "attached" 7 920 -83.678636 41.666576
140000 1927 "two" 153 "Stucco or Dryvit plaster" 3 1 15 "detached" 6 697 -83.616659 41.666583
39000 1940 "one" 98 "Horizontal or vertical wood siding or shakes" 2 1 21 "carport" 5 975 -83.669174 41.666585
102000 1951 "one" 122 "half or less brick exterior" 3 1 20 "attached" 6 743 -83.614845 41.666588
154000 1928 "two" 249 "half or less brick exterior" 4 2 15 "detached" 8 697 -83.616104 41.666591
119500 1958 "multilvl" 182 "half or less brick exterior" 3 1 47 "attached" 6 1143 -83.65992 41.666603
175000 1983 "two" 235 "half or less brick exterior" 4 2 21 "attached" 8 910 -83.710893 41.666612
91000 1965 "bilevel" 148 "half or less brick exterior" 3 1 15 "attached" 7 678 -83.69026 41.666617
179000 1983 "two" 242 "half or less brick exterior" 4 2 21 "attached" 8 910 -83.710631 41.666626
90000 1952 "one" 74 "Horizontal or vertical wood siding or shakes" 2 1 50 "detached" 4 9656 -83.703772 41.666634
113500 1963 "one" 186 "Full brick exterior" 4 1 26 "attached" 7 1124 -83.679141 41.666637
184500 1983 "two" 236 "half or less brick exterior" 4 2 21 "attached" 9 910 -83.710117 41.666654
80000 1948 "two" 133 "half or less brick exterior" 3 2 15 "attached" 6 622 -83.611719 41.666661
150000 1937 "one" 165 "Horizontal or vertical wood siding or shakes" 5 2 50 "detached" 9 15289 -83.701029 41.666669
175000 1983 "two" 238 "half or less brick exterior" 4 2 22 "attached" 8 920 -83.709865 41.666674
39900 1925 "one" 70 "Horizontal or vertical wood siding or shakes" 2 1 27 "detached" 5 1031 -83.668331 41.666682
83000 1925 "one" 90 "Horizontal or vertical wood siding or shakes" 2 1 35 "detached" 5 14242 -83.699106 41.666703
83000 1964 "multilvl" 150 "Horizontal or vertical wood siding or shakes" 3 1 17 "attached" 7 650 -83.691432 41.666713
166000 1982 "two" 265 "Horizontal or vertical wood siding or shakes" 4 2 23 "attached" 8 1189 -83.706393 41.666716
135000 1979 "one" 121 "half or less brick exterior" 3 2 46 "no garage" 5 7588 -83.348939 41.666729
223000 1992 "two" 280 "half or less brick exterior" 4 2 25 "attached" 8 943 -83.718654 41.66673
212000 1992 "two" 256 "half or less brick exterior" 4 2 23 "attached" 8 994 -83.718072 41.666738
125900 1968 "two" 180 "Aluminum, vinyl, or steel siding" 4 1 23 "attached" 8 957 -83.676703 41.666743
200000 1991 "two" 258 "half or less brick exterior" 4 2 22 "attached" 8 926 -83.718357 41.666744
32500 1912 "one+half" 113 "Horizontal or vertical wood siding or shakes" 3 1 10 "detached" 6 502 -83.511035 41.666745
228000 1991 "two" 271 "half or less brick exterior" 4 2 22 "attached" 8 1270 -83.716727 41.66675
49800 1992 "one" 89 "Aluminum, vinyl, or steel siding" 3 1 35 "detached" 5 1165 -83.482682 41.666758
90000 1967 "multilvl" 154 "Aluminum, vinyl, or steel siding" 3 1 23 "attached" 7 957 -83.675484 41.666761
92500 1978 "bilevel" 161 "half or less brick exterior" 4 1 20 "attached" 7 836 -83.680343 41.666762
77500 1950 "one" 165 "Full brick exterior" 3 2 15 "attached" 5 697 -83.621928 41.666772
32000 1915 "one" 133 "Concrete block or tile" 3 1 14 "detached" 5 632 -83.590064 41.666778
17250 1887 "one" 106 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 6 353 -83.556358 41.666791
92000 1958 "one" 159 "half or less brick exterior" 3 1 26 "attached" 7 1431 -83.664166 41.666792
204000 1985 "two" 244 "half or less brick exterior" 4 2 18 "attached" 8 1858 -83.714215 41.666798
136000 1937 "two" 201 "Full brick exterior" 4 2 15 "detached" 8 697 -83.620062 41.666799
92700 1965 "bilevel" 131 "half or less brick exterior" 3 1 17 "attached" 7 743 -83.689773 41.666804
199000 1993 "two" 267 "half or less brick exterior" 4 2 22 "attached" 8 1270 -83.715682 41.66681
131000 1927 "two" 186 "half or less brick exterior" 4 1 15 "detached" 8 697 -83.618745 41.66682
183000 1983 "two" 278 "half or less brick exterior" 4 2 23 "attached" 8 1217 -83.70587 41.666823
205000 1993 "two" 210 "half or less brick exterior" 4 2 22 "attached" 9 1270 -83.715421 41.666824
139000 1986 "two" 216 "half or less brick exterior" 3 2 14 "attached" 6 1068 -83.660084 41.666825
11002 1909 "one" 101 "Horizontal or vertical wood siding or shakes" 3 1 10 "no garage" 5 567 -83.515755 41.66683
178000 1929 "two" 212 "Full brick exterior" 5 2 15 "attached" 9 697 -83.617982 41.666831
167600 1926 "two" 174 "Aluminum, vinyl, or steel siding" 3 1 15 "detached" 6 697 -83.617429 41.66684
113800 1958 "one" 180 "Full brick exterior" 3 2 34 "attached" 7 1570 -83.664609 41.666853
88000 1959 "one" 162 "Full brick exterior" 3 2 28 "attached" 7 1505 -83.662386 41.666856
79000 1897 "two" 195 "Horizontal or vertical wood siding or shakes" 4 1 15 "detached" 8 799 -83.560215 41.666878
108000 1966 "two" 129 "half or less brick exterior" 4 1 17 "attached" 8 669 -83.690979 41.666892
9000 1892 "one" 78 "Horizontal or vertical wood siding or shakes" 2 1 8 "detached" 5 260 -83.517832 41.666902
171000 1982 "one+half" 186 "half or less brick exterior" 4 2 25 "attached" 7 1143 -83.705565 41.66691
7600 1913 "two" 152 "Horizontal or vertical wood siding or shakes" 3 1 12 "no garage" 7 520 -83.578716 41.666927
159500 1951 "two" 195 "half or less brick exterior" 4 1 15 "detached" 8 697 -83.620619 41.666929
76000 1963 "bilevel" 207 "Full brick exterior" 3 2 37 "no garage" 6 3345 -83.743468 41.666934
130000 1927 "two" 200 "half or less brick exterior" 3 1 15 "detached" 7 697 -83.620066 41.666938
96000 1965 "bilevel" 153 "Horizontal or vertical wood siding or shakes" 3 1 17 "attached" 7 678 -83.690265 41.666939
12000 1907 "one+half" 161 "Horizontal or vertical wood siding or shakes" 4 1 9 "no garage" 8 362 -83.487446 41.666944
109900 1967 "two" 166 "Aluminum, vinyl, or steel siding" 4 2 23 "attached" 8 957 -83.675489 41.666966
105000 1978 "two" 149 "Aluminum, vinyl, or steel siding" 3 1 20 "attached" 6 836 -83.681912 41.666996
6050 1889 "one" 89 "Full brick exterior" 2 1 9 "detached" 5 260 -83.535562 41.667
121750 1978 "bilevel" 169 "half or less brick exterior" 4 2 20 "attached" 7 836 -83.681442 41.667008
17500 1917 "two" 135 "Horizontal or vertical wood siding or shakes" 3 1 11 "no garage" 6 362 -83.538783 41.667012
69500 1965 "one" 146 "half or less brick exterior" 3 1 23 "attached" 6 1031 -83.689031 41.667019
10000 1892 "two" 145 "Horizontal or vertical wood siding or shakes" 2 2 12 "detached" 7 632 -83.577681 41.667022
125000 1967 "multilvl" 186 "half or less brick exterior" 3 2 44 "attached" 7 3623 -83.733692 41.667027
187000 1982 "two" 265 "Horizontal or vertical wood siding or shakes" 4 2 45 "attached" 8 1570 -83.708485 41.667031
227000 1994 "two" 243 "half or less brick exterior" 4 2 21 "attached" 8 1155 -83.72056 41.667034
6200 1892 "two" 166 "Horizontal or vertical wood siding or shakes" 4 1 14 "no garage" 8 632 -83.579543 41.667036
211250 1994 "two" 231 "half or less brick exterior" 4 2 21 "attached" 8 1131 -83.72031 41.667042
72000 1965 "bilevel" 143 "Horizontal or vertical wood siding or shakes" 4 1 17 "attached" 6 669 -83.690979 41.667043
218000 1994 "two" 217 "half or less brick exterior" 4 2 71 "attached" 8 1529 -83.719734 41.667045
197400 1994 "two" 253 "half or less brick exterior" 4 2 21 "attached" 8 1107 -83.720052 41.667054
210500 1992 "two" 245 "half or less brick exterior" 4 2 34 "attached" 9 1730 -83.718984 41.667055
105000 1948 "one" 189 "Full brick exterior" 3 1 36 "carport" 7 3725 -83.698286 41.667072
15000 1897 "two" 149 "half or less brick exterior" 3 1 17 "detached" 7 613 -83.519185 41.667074
183500 1927 "two" 315 "Full brick exterior" 4 3 30 "detached" 10 1338 -83.615368 41.667081
139000 1936 "two" 195 "Full brick exterior" 4 2 15 "detached" 7 697 -83.619303 41.667088
84000 1964 "two" 150 "half or less brick exterior" 4 1 18 "attached" 8 734 -83.690272 41.667092
180000 1983 "two" 235 "Horizontal or vertical wood siding or shakes" 4 2 23 "attached" 8 1496 -83.713646 41.667093
4000 1909 "one" 78 "Aluminum, vinyl, or steel siding" 2 1 9 "no garage" 5 316 -83.532725 41.667097
240000 1991 "two" 244 "half or less brick exterior" 4 2 16 "attached" 8 1558 -83.718129 41.667098
140000 1931 "two" 163 "Full brick exterior" 4 1 15 "detached" 8 697 -83.617436 41.667117
136500 1941 "two" 153 "Full brick exterior" 3 1 23 "detached" 6 975 -83.61415 41.66712
105000 1949 "one" 149 "Full brick exterior" 3 1 50 "detached" 5 9657 -83.72371 41.667127
169000 1984 "two" 260 "half or less brick exterior" 3 2 21 "attached" 7 948 -83.711347 41.667131
15000 1922 "one" 64 "Horizontal or vertical wood siding or shakes" 2 1 21 "detached" 5 975 -83.66921 41.667137
97900 1938 "two" 258 "Aluminum, vinyl, or steel siding" 5 2 23 "detached" 9 929 -83.612444 41.667138
180000 1983 "two" 237 "half or less brick exterior" 4 2 21 "attached" 8 948 -83.71109 41.667147
108000 1971 "one" 120 "half or less brick exterior" 3 2 33 "detached" 5 2044 -83.819233 41.667157
4300 1897 "one" 62 "Horizontal or vertical wood siding or shakes" 2 1 8 "no garage" 5 269 -83.583727 41.667169
195000 1983 "two" 249 "half or less brick exterior" 4 2 21 "attached" 8 948 -83.71058 41.66718
35000 1907 "two" 132 "Horizontal or vertical wood siding or shakes" 3 1 11 "no garage" 7 399 -83.51087 41.667184
8000 1910 "one+half" 94 "Aluminum, vinyl, or steel siding" 3 1 10 "no garage" 6 242 -83.588476 41.667186
230000 1990 "two" 290 "half or less brick exterior" 4 2 16 "attached" 10 1704 -83.718525 41.667187
92500 1965 "bilevel" 146 "half or less brick exterior" 3 1 18 "attached" 7 687 -83.691444 41.667188
100000 1925 "two" 148 "Stucco or Dryvit plaster" 3 1 15 "detached" 6 697 -83.620628 41.667206
123000 1952 "two" 173 "half or less brick exterior" 3 1 15 "detached" 6 604 -83.614869 41.66721
33000 1927 "two" 113 "Horizontal or vertical wood siding or shakes" 3 1 9 "detached" 6 390 -83.590545 41.667211
25000 1907 "two" 136 "Horizontal or vertical wood siding or shakes" 3 1 12 "no garage" 7 390 -83.557698 41.667216
38000 1925 "two" 131 "Horizontal or vertical wood siding or shakes" 3 1 9 "no garage" 6 390 -83.590106 41.66722
36500 1945 "one+half" 124 "Concrete block or tile" 3 1 49 "no garage" 6 17644 -83.763239 41.667229
167000 1984 "two" 238 "half or less brick exterior" 4 2 22 "attached" 8 957 -83.709799 41.667236
169500 1984 "two" 220 "half or less brick exterior" 4 2 22 "attached" 8 1505 -83.707854 41.667238
12000 1897 "one" 81 "Horizontal or vertical wood siding or shakes" 2 1 8 "detached" 5 288 -83.518845 41.667251
162500 1935 "two" 182 "Full brick exterior" 4 2 15 "detached" 7 697 -83.61744 41.667254
22000 1887 "one" 132 "Horizontal or vertical wood siding or shakes" 2 2 11 "detached" 6 511 -83.511626 41.667259
176200 1980 "two" 202 "half or less brick exterior" 4 2 22 "attached" 8 1449 -83.707588 41.667261
120000 1963 "one" 167 "Full brick exterior" 3 1 61 "attached" 7 4676 -83.701998 41.667262
425000 1989 "two" 376 "half or less brick exterior" 5 3 24 "attached" 10 2072 -83.717288 41.667264
66000 1996 "two" 125 "Aluminum, vinyl, or steel siding" 3 2 12 "no garage" 6 299 -83.538939 41.667271
18000 1912 "one" 144 "Aluminum, vinyl, or steel siding" 4 2 14 "no garage" 7 585 -83.587125 41.667276
15000 1917 "two" 105 "Horizontal or vertical wood siding or shakes" 3 1 10 "no garage" 6 242 -83.58848 41.667279
10000 1954 "one" 85 "Horizontal or vertical wood siding or shakes" 2 1 18 "attached" 5 767 -83.585487 41.667303
50000 1955 "one" 71 "Horizontal or vertical wood siding or shakes" 2 1 37 "attached" 4 2025 -83.341502 41.667306
93250 1980 "two" 143 "half or less brick exterior" 3 1 22 "attached" 7 1208 -83.681133 41.667308
220000 1994 "two" 244 "half or less brick exterior" 4 2 32 "attached" 8 1038 -83.719138 41.667313
170000 1986 "two" 218 "half or less brick exterior" 4 2 22 "attached" 8 901 -83.714615 41.667322
36000 1914 "one+half" 136 "half or less brick exterior" 3 1 10 "detached" 6 316 -83.509329 41.667333
13500 1897 "one" 85 "Aluminum, vinyl, or steel siding" 2 1 9 "no garage" 6 279 -83.517466 41.667334
134500 1937 "two" 183 "Full brick exterior" 3 1 15 "detached" 7 697 -83.620631 41.667345
189900 1982 "two" 233 "half or less brick exterior" 2 2 24 "attached" 8 920 -83.705245 41.667346
113500 1950 "two" 135 "Full brick exterior" 3 1 15 "detached" 6 604 -83.614876 41.667348
87500 1924 "two" 152 "Horizontal or vertical wood siding or shakes" 3 1 15 "detached" 6 697 -83.620079 41.667353
89900 1966 "one" 112 "Horizontal or vertical wood siding or shakes" 3 2 17 "no garage" 7 650 -83.691452 41.667355
56900 1981 "one" 114 "Full brick exterior" 3 1 15 "attached" 6 660 -83.687748 41.667356
5500 1877 "one" 101 "Horizontal or vertical wood siding or shakes" 3 1 9 "no garage" 6 390 -83.581917 41.667361
13500 1924 "one+half" 84 "Horizontal or vertical wood siding or shakes" 3 1 9 "no garage" 6 362 -83.487243 41.667362
10000 1892 "one" 74 "Aluminum, vinyl, or steel siding" 2 1 7 "no garage" 5 279 -83.518615 41.667365
257000 1986 "two" 305 "half or less brick exterior" 4 2 35 "attached" 8 1198 -83.713502 41.667368
13000 1892 "one+half" 121 "Horizontal or vertical wood siding or shakes" 3 1 9 "detached" 6 362 -83.486682 41.667373
18000 1892 "one" 122 "Horizontal or vertical wood siding or shakes" 3 1 8 "detached" 6 251 -83.515921 41.667374
11000 1892 "one" 67 "Horizontal or vertical wood siding or shakes" 2 1 9 "detached" 5 362 -83.486467 41.667378
17000 1912 "one" 93 "Horizontal or vertical wood siding or shakes" 3 1 10 "detached" 6 297 -83.535859 41.667379
14000 1902 "one+half" 147 "Horizontal or vertical wood siding or shakes" 3 1 9 "detached" 6 362 -83.486039 41.667386
8950 1877 "two" 153 "Horizontal or vertical wood siding or shakes" 3 1 9 "no garage" 7 390 -83.580279 41.667391
81000 1902 "one+half" 167 "Aluminum, vinyl, or steel siding" 4 1 30 "detached" 7 1795 -83.409308 41.667394
5000 1877 "one" 82 "Horizontal or vertical wood siding or shakes" 2 1 9 "detached" 5 334 -83.532099 41.667395
5400 1902 "two" 220 "Horizontal or vertical wood siding or shakes" 5 1 16 "no garage" 9 542 -83.537679 41.6674
129000 1929 "two" 173 "half or less brick exterior" 4 2 15 "detached" 7 697 -83.616677 41.667402
85000 1896 "two" 274 "Horizontal or vertical wood siding or shakes" 5 3 16 "no garage" 11 715 -83.559634 41.667405
74500 1965 "one" 106 "half or less brick exterior" 3 1 18 "attached" 6 725 -83.690282 41.667416
12000 1896 "one+half" 160 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 7 548 -83.511435 41.667443
80000 1953 "two" 102 "Horizontal or vertical wood siding or shakes" 2 1 15 "detached" 5 622 -83.612456 41.667449
108000 1970 "one" 139 "Horizontal or vertical wood siding or shakes" 3 1 46 "attached" 6 4181 -83.748318 41.667456
180000 1980 "multilvl" 204 "Horizontal or vertical wood siding or shakes" 4 2 29 "attached" 8 1597 -83.705933 41.667458
95000 1958 "one" 177 "half or less brick exterior" 3 2 25 "attached" 7 1329 -83.664301 41.667461
111000 1967 "two" 178 "Aluminum, vinyl, or steel siding" 4 1 43 "attached" 7 1663 -83.675537 41.667467
155000 1928 "two" 169 "Stucco or Dryvit plaster" 4 1 15 "detached" 8 697 -83.621397 41.667469
125000 1968 "two" 181 "Aluminum, vinyl, or steel siding" 4 2 22 "attached" 8 966 -83.676664 41.667471
7922 1922 "two" 99 "Horizontal or vertical wood siding or shakes" 3 1 23 "detached" 6 316 -83.578359 41.667484
125000 1926 "two" 177 "Full brick exterior" 3 1 15 "detached" 6 604 -83.614877 41.667485
6000 1897 "one" 74 "Horizontal or vertical wood siding or shakes" 2 1 12 "no garage" 5 288 -83.579762 41.667486
105000 1924 "two" 147 "Aluminum, vinyl, or steel siding" 3 1 15 "detached" 6 697 -83.620082 41.667492
230000 1991 "two" 300 "half or less brick exterior" 4 2 23 "attached" 9 1117 -83.718614 41.667493
14000 1907 "one" 62 "Aluminum, vinyl, or steel siding" 1 1 20 "detached" 4 567 -83.513848 41.667497
15000 1912 "one+half" 135 "Horizontal or vertical wood siding or shakes" 3 1 8 "carport" 6 465 -83.577337 41.667498
7000 1897 "one" 75 "Horizontal or vertical wood siding or shakes" 2 1 13 "no garage" 4 390 -83.530071 41.6675
154000 1941 "two" 196 "half or less brick exterior" 4 2 15 "detached" 7 697 -83.619315 41.667501
98000 1965 "bilevel" 171 "half or less brick exterior" 3 1 18 "attached" 6 836 -83.689011 41.667502
112000 1923 "two" 212 "Horizontal or vertical wood siding or shakes" 3 1 15 "detached" 7 697 -83.618763 41.667509
245000 1992 "two" 304 "half or less brick exterior" 4 2 25 "attached" 9 881 -83.719088 41.667513
115000 1973 "one+half" 168 "Horizontal or vertical wood siding or shakes" 3 2 51 "attached" 7 9115 -83.75018 41.667519
75000 1965 "two" 124 "half or less brick exterior" 4 1 17 "attached" 8 678 -83.690998 41.667533
54500 1925 "one" 83 "Horizontal or vertical wood siding or shakes" 2 1 21 "detached" 5 975 -83.669225 41.667554
112000 1902 "two" 319 "Horizontal or vertical wood siding or shakes" 5 3 17 "detached" 11 883 -83.560235 41.667563
83000 1951 "two" 141 "half or less brick exterior" 3 1 15 "detached" 6 622 -83.612461 41.667587
44500 1961 "one" 89 "Aluminum, vinyl, or steel siding" 3 1 15 "no garage" 5 697 -83.688461 41.667591
157500 1954 "two" 183 "Full brick exterior" 3 2 15 "detached" 7 697 -83.6214 41.667607
107000 1982 "one+half" 128 "Horizontal or vertical wood siding or shakes" 3 1 37 "attached" 5 3345 -83.744804 41.667608
36000 1953 "one" 91 "Aluminum, vinyl, or steel siding" 3 1 37 "detached" 5 3345 -83.745963 41.667618
24000 1912 "one+half" 136 "Horizontal or vertical wood siding or shakes" 3 1 10 "no garage" 7 316 -83.509794 41.667621
134900 1950 "two" 145 "Full brick exterior" 3 1 15 "detached" 6 604 -83.61488 41.667622
112000 1963 "one+half" 252 "half or less brick exterior" 4 2 45 "attached" 8 1607 -83.666738 41.667637
84500 1949 "two" 126 "half or less brick exterior" 3 1 15 "attached" 6 697 -83.619318 41.667639
114000 1941 "two" 160 "Full brick exterior" 3 1 15 "detached" 6 650 -83.613649 41.667642
5000 1907 "one" 76 "Horizontal or vertical wood siding or shakes" 2 1 8 "no garage" 5 288 -83.518855 41.667651
25000 1907 "two" 116 "Horizontal or vertical wood siding or shakes" 3 1 10 "no garage" 6 307 -83.513633 41.667652
91500 1965 "bilevel" 149 "Horizontal or vertical wood siding or shakes" 3 1 18 "attached" 7 799 -83.688996 41.667657
153000 1928 "two" 181 "Full brick exterior" 4 1 15 "detached" 7 697 -83.617453 41.667666
270000 1988 "two" 303 "half or less brick exterior" 4 3 31 "attached" 9 1301 -83.717312 41.667671
10000 1895 "one" 113 "Aluminum, vinyl, or steel siding" 3 1 11 "no garage" 6 511 -83.512011 41.667681
6500 1892 "one+half" 101 "half or less brick exterior" 2 1 8 "detached" 6 251 -83.530251 41.667697
117000 1962 "one" 173 "Full brick exterior" 3 1 28 "attached" 6 1124 -83.662857 41.667718
5500 1872 "two" 142 "Horizontal or vertical wood siding or shakes" 3 1 8 "no garage" 7 297 -83.531413 41.66772
227000 1993 "two" 310 "half or less brick exterior" 4 2 22 "attached" 9 855 -83.719022 41.667721
229800 1991 "two" 298 "half or less brick exterior" 4 2 25 "attached" 8 1050 -83.718538 41.667724
117000 1929 "two" 178 "Full brick exterior" 3 1 15 "detached" 7 622 -83.612463 41.667725
144000 1936 "two" 147 "half or less brick exterior" 3 1 23 "detached" 6 975 -83.614168 41.667738
140000 1951 "two" 186 "Full brick exterior" 4 1 15 "attached" 8 697 -83.621406 41.667745
97000 1959 "one" 157 "Full brick exterior" 3 2 41 "attached" 7 1180 -83.66383 41.667748
205000 1986 "two" 214 "half or less brick exterior" 4 2 30 "attached" 8 1226 -83.715304 41.667757
6000 1902 "one" 85 "Horizontal or vertical wood siding or shakes" 3 1 8 "no garage" 5 307 -83.51862 41.667761
112000 1960 "one" 161 "half or less brick exterior" 3 1 34 "attached" 8 1161 -83.662277 41.667765
124900 1974 "two" 196 "half or less brick exterior" 4 2 23 "attached" 8 1031 -83.677322 41.667773
155000 1953 "two" 201 "Full brick exterior" 4 2 15 "detached" 8 650 -83.613652 41.667778
24000 1902 "one" 121 "Horizontal or vertical wood siding or shakes" 3 1 14 "detached" 6 585 -83.589537 41.66778
10000 1892 "two" 145 "Horizontal or vertical wood siding or shakes" 4 1 9 "detached" 8 279 -83.517623 41.667796
141000 1971 "two" 209 "half or less brick exterior" 4 2 37 "attached" 8 1282 -83.678018 41.6678
229000 1929 "two" 226 "Full brick exterior" 4 3 15 "detached" 7 697 -83.617457 41.667804
139757 1959 "multilvl" 197 "Full brick exterior" 4 2 30 "attached" 7 1208 -83.664507 41.667805
128000 1969 "one" 202 "half or less brick exterior" 5 2 25 "attached" 9 920 -83.677668 41.667809
110000 1959 "one" 146 "Full brick exterior" 3 1 33 "attached" 7 1031 -83.664156 41.667812
93500 1965 "multilvl" 137 "half or less brick exterior" 3 1 18 "attached" 6 743 -83.688981 41.667817
9000 1919 "one+half" 81 "Aluminum, vinyl, or steel siding" 2 1 9 "no garage" 5 390 -83.587387 41.66782
9350 1912 "one+half" 111 "Aluminum, vinyl, or steel siding" 3 1 9 "detached" 6 279 -83.534075 41.667822
154000 1929 "two" 255 "half or less brick exterior" 3 2 15 "detached" 9 697 -83.616136 41.667823
6000 1890 "one" 110 "Horizontal or vertical wood siding or shakes" 2 1 21 "no garage" 6 769 -83.531183 41.667829
239900 1992 "two" 289 "half or less brick exterior" 4 2 23 "attached" 9 1050 -83.720954 41.667832
183500 1984 "two" 221 "half or less brick exterior" 4 2 26 "attached" 7 1031 -83.705905 41.667836
242000 1992 "two" 274 "half or less brick exterior" 4 2 23 "attached" 9 905 -83.720196 41.667839
80000 1965 "two" 146 "half or less brick exterior" 4 1 21 "attached" 8 901 -83.691472 41.667844
122000 1969 "two" 178 "Aluminum, vinyl, or steel siding" 4 1 23 "attached" 8 855 -83.678669 41.667853
16900 1911 "one+half" 121 "Horizontal or vertical wood siding or shakes" 3 1 10 "no garage" 6 307 -83.513382 41.667854
38000 1912 "one+half" 131 "Horizontal or vertical wood siding or shakes" 3 1 10 "no garage" 6 316 -83.509247 41.667857
150000 1984 "two" 164 "half or less brick exterior" 3 2 26 "attached" 7 1031 -83.705371 41.667869
7500 1902 "one" 69 "Horizontal or vertical wood siding or shakes" 2 1 9 "detached" 5 251 -83.537397 41.667872
85000 1949 "two" 135 "Full brick exterior" 2 2 15 "attached" 5 697 -83.621959 41.667873
118500 1929 "two" 157 "Aluminum, vinyl, or steel siding" 3 1 15 "detached" 6 697 -83.621408 41.667883
170000 1983 "two" 210 "half or less brick exterior" 4 2 21 "attached" 8 845 -83.705087 41.667886
6500 1882 "one" 74 "Horizontal or vertical wood siding or shakes" 2 1 7 "detached" 5 223 -83.529844 41.66789
12100 1912 "one+half" 96 "Horizontal or vertical wood siding or shakes" 2 1 9 "no garage" 5 390 -83.582487 41.667894
11500 1915 "one+half" 97 "Aluminum, vinyl, or steel siding" 3 1 9 "carport" 6 390 -83.582378 41.667896
